,Sha1ID,MoreThan10,Malicious,Day_Array,Hour_Array,Mean,Std,Size,WebFileUrlDomain
217,1130084,False,True,[0 0 0 0 0 0 0 0 2 1 1 0],,0.3333333333333333,0.6513389472789296,96768,yandex.ru
218,1131875,False,True,[0 0 0 0 0 0 0 0 0 0 1 0],,0.08333333333333333,0.28867513459481287,249856,rambler.ru
219,1136999,False,True,[1 0 0 0 0 0 0 0 0 0 0 0],,0.08333333333333333,0.28867513459481287,67072,aol.com
220,1137280,False,True,[0 0 0 0 0 0 0 0 0 1 0 0],,0.08333333333333333,0.28867513459481287,4469,wp.pl
221,1138385,False,True,[0 0 0 1 0 0 0 0 0 0 0 0],,0.08333333333333333,0.28867513459481287,783360,yandex.ru
222,1140525,False,True,[0 0 1 0 0 0 0 0 0 0 0 0],,0.08333333333333333,0.28867513459481287,783360,yandex.ru
223,1140927,False,True,[0 0 0 0 0 0 0 0 1 1 0 0],,0.16666666666666666,0.38924947208076144,204800,aol.com
224,1154823,False,True,[0 0 0 0 0 0 0 1 0 0 0 0],,0.08333333333333333,0.28867513459481287,176128,attachmail.ru
225,1155382,False,True,[0 1 0 0 0 0 0 0 0 0 0 0],,0.08333333333333333,0.28867513459481287,3276,aol.com
226,1156550,False,True,[1 1 0 0 0 0 0 0 0 0 0 0],,0.16666666666666666,0.38924947208076144,3744606,yandex.ru
227,1161713,False,True,[0 0 0 0 0 0 1 0 0 0 0 0],,0.08333333333333333,0.28867513459481287,528384,email.cz
228,1164436,False,True,[0 0 0 0 0 0 0 0 1 0 0 0],,0.08333333333333333,0.28867513459481287,913,mailanyone.net
229,1176054,False,True,[0 0 0 0 0 1 0 0 0 0 0 0],,0.08333333333333333,0.28867513459481287,5145088,qq.com
230,1181591,False,True,[0 0 0 0 0 0 0 0 0 1 2 0],,0.25,0.621581560508061,539592,freenet.de
231,1182721,False,True,[1 1 0 0 0 1 3 1 0 0 1 0],,0.6666666666666666,0.8876253645985945,626688,gmx.net
232,1183693,False,True,[0 0 0 0 0 0 0 1 0 0 0 0],,0.08333333333333333,0.28867513459481287,726965,cldmail.ru
233,1188885,False,True,[0 0 0 0 0 0 0 1 0 0 0 0],,0.08333333333333333,0.28867513459481287,5330086,qq.com
234,1190281,False,True,[0 0 0 0 0 1 0 0 0 0 0 0],,0.08333333333333333,0.28867513459481287,8922,mailmatik.com
235,1195035,False,True,[0 0 0 0 0 0 0 0 0 0 1 0],,0.08333333333333333,0.28867513459481287,104448,interia.pl
236,1201894,False,True,[1 2 0 0 0 0 0 0 0 1 0 0],,0.3333333333333333,0.6513389472789296,670208,yandex.ru
237,1202196,False,True,[1 0 0 0 0 0 0 0 0 0 0 0],,0.08333333333333333,0.28867513459481287,61952,mail-ch.ch
238,1212281,True,True,[ 4  2  0  0  0  3  4 13  8  0  0  0],,2.8333333333333335,4.063883796954769,20506,yandex.ru
239,1217112,False,True,[1 0 1 0 0 1 4 1 0 0 1 0],,0.75,1.1381803659589922,511488,cldmail.ru
240,1224194,False,True,[0 0 0 0 0 1 0 1 0 0 0 0],,0.16666666666666666,0.38924947208076144,1154048,cldmail.ru
241,1234020,False,True,[0 0 0 0 0 0 1 0 0 0 0 0],,0.08333333333333333,0.28867513459481287,679,aol.com
242,1237973,False,True,[0 1 0 0 0 0 1 1 0 0 1 0],,0.3333333333333333,0.49236596391733095,2426137,cldmail.ru
